region;west;east;south;north
515;-74.144474;-74.1333624;40.6135548;40.621943
516;-74.144474;-74.1333624;40.621943;40.6303312
517;-74.144474;-74.1333624;40.6303312;40.6387194
518;-74.144474;-74.1333624;40.6387194;40.6471076
519;-74.144474;-74.1333624;40.6471076;40.6554958
520;-74.144474;-74.1333624;40.6554958;40.663884
521;-74.144474;-74.1333624;40.663884;40.6722722
522;-74.144474;-74.1333624;40.6722722;40.6806604
523;-74.144474;-74.1333624;40.6806604;40.6890486
524;-74.144474;-74.1333624;40.6890486;40.6974368
525;-74.144474;-74.1333624;40.6974368;40.705825
526;-74.144474;-74.1333624;40.705825;40.7142132
527;-74.144474;-74.1333624;40.7142132;40.7226014
528;-74.144474;-74.1333624;40.7226014;40.7309896
529;-74.144474;-74.1333624;40.7309896;40.7393778
530;-74.144474;-74.1333624;40.7393778;40.747766
531;-74.144474;-74.1333624;40.747766;40.7561542
532;-74.144474;-74.1333624;40.7561542;40.7645424
533;-74.144474;-74.1333624;40.7645424;40.7729306
534;-74.144474;-74.1333624;40.7729306;40.7813188
535;-74.144474;-74.1333624;40.7813188;40.789707
536;-74.144474;-74.1333624;40.789707;40.7980952
537;-74.144474;-74.1333624;40.7980952;40.8064834
538;-74.144474;-74.1333624;40.8064834;40.8148716
539;-74.144474;-74.1333624;40.8148716;40.8232598
540;-74.144474;-74.1333624;40.8232598;40.831648
541;-74.144474;-74.1333624;40.831648;40.8400362
542;-74.144474;-74.1333624;40.8400362;40.8484244
543;-74.144474;-74.1333624;40.8484244;40.8568126
544;-74.144474;-74.1333624;40.8568126;40.8652008
545;-74.144474;-74.1333624;40.8652008;40.873589
546;-74.144474;-74.1333624;40.873589;40.8819772
547;-74.144474;-74.1333624;40.8819772;40.8903654
548;-74.144474;-74.1333624;40.8903654;40.8987536
549;-74.144474;-74.1333624;40.8987536;40.9071418
550;-74.144474;-74.1333624;40.9071418;40.91553
551;-74.1333624;-74.1222508;40.49612;40.5045082
552;-74.1333624;-74.1222508;40.5045082;40.5128964
553;-74.1333624;-74.1222508;40.5128964;40.5212846
554;-74.1333624;-74.1222508;40.5212846;40.5296728
555;-74.1333624;-74.1222508;40.5296728;40.538061
556;-74.1333624;-74.1222508;40.538061;40.5464492
557;-74.1333624;-74.1222508;40.5464492;40.5548374
558;-74.1333624;-74.1222508;40.5548374;40.5632256
559;-74.1333624;-74.1222508;40.5632256;40.5716138
560;-74.1333624;-74.1222508;40.5716138;40.580002
561;-74.1333624;-74.1222508;40.580002;40.5883902
562;-74.1333624;-74.1222508;40.5883902;40.5967784
563;-74.1333624;-74.1222508;40.5967784;40.6051666
564;-74.1333624;-74.1222508;40.6051666;40.6135548
565;-74.1333624;-74.1222508;40.6135548;40.621943
566;-74.1333624;-74.1222508;40.621943;40.6303312
567;-74.1333624;-74.1222508;40.6303312;40.6387194
568;-74.1333624;-74.1222508;40.6387194;40.6471076
569;-74.1333624;-74.1222508;40.6471076;40.6554958
570;-74.1333624;-74.1222508;40.6554958;40.663884
571;-74.1333624;-74.1222508;40.663884;40.6722722
572;-74.1333624;-74.1222508;40.6722722;40.6806604
573;-74.1333624;-74.1222508;40.6806604;40.6890486
574;-74.1333624;-74.1222508;40.6890486;40.6974368
575;-74.1333624;-74.1222508;40.6974368;40.705825
576;-74.1333624;-74.1222508;40.705825;40.7142132
577;-74.1333624;-74.1222508;40.7142132;40.7226014
578;-74.1333624;-74.1222508;40.7226014;40.7309896
579;-74.1333624;-74.1222508;40.7309896;40.7393778
580;-74.1333624;-74.1222508;40.7393778;40.747766
581;-74.1333624;-74.1222508;40.747766;40.7561542
582;-74.1333624;-74.1222508;40.7561542;40.7645424
583;-74.1333624;-74.1222508;40.7645424;40.7729306
584;-74.1333624;-74.1222508;40.7729306;40.7813188
585;-74.1333624;-74.1222508;40.7813188;40.789707
586;-74.1333624;-74.1222508;40.789707;40.7980952
587;-74.1333624;-74.1222508;40.7980952;40.8064834
588;-74.1333624;-74.1222508;40.8064834;40.8148716
589;-74.1333624;-74.1222508;40.8148716;40.8232598
590;-74.1333624;-74.1222508;40.8232598;40.831648
591;-74.1333624;-74.1222508;40.831648;40.8400362
592;-74.1333624;-74.1222508;40.8400362;40.8484244
593;-74.1333624;-74.1222508;40.8484244;40.8568126
594;-74.1333624;-74.1222508;40.8568126;40.8652008
595;-74.1333624;-74.1222508;40.8652008;40.873589
596;-74.1333624;-74.1222508;40.873589;40.8819772
597;-74.1333624;-74.1222508;40.8819772;40.8903654
598;-74.1333624;-74.1222508;40.8903654;40.8987536
599;-74.1333624;-74.1222508;40.8987536;40.9071418
600;-74.1333624;-74.1222508;40.9071418;40.91553
601;-74.1222508;-74.1111392;40.49612;40.5045082
602;-74.1222508;-74.1111392;40.5045082;40.5128964
603;-74.1222508;-74.1111392;40.5128964;40.5212846
604;-74.1222508;-74.1111392;40.5212846;40.5296728
605;-74.1222508;-74.1111392;40.5296728;40.538061
606;-74.1222508;-74.1111392;40.538061;40.5464492
607;-74.1222508;-74.1111392;40.5464492;40.5548374
608;-74.1222508;-74.1111392;40.5548374;40.5632256
609;-74.1222508;-74.1111392;40.5632256;40.5716138
610;-74.1222508;-74.1111392;40.5716138;40.580002
611;-74.1222508;-74.1111392;40.580002;40.5883902
612;-74.1222508;-74.1111392;40.5883902;40.5967784
613;-74.1222508;-74.1111392;40.5967784;40.6051666
614;-74.1222508;-74.1111392;40.6051666;40.6135548
615;-74.1222508;-74.1111392;40.6135548;40.621943
616;-74.1222508;-74.1111392;40.621943;40.6303312
617;-74.1222508;-74.1111392;40.6303312;40.6387194
618;-74.1222508;-74.1111392;40.6387194;40.6471076
619;-74.1222508;-74.1111392;40.6471076;40.6554958
620;-74.1222508;-74.1111392;40.6554958;40.663884
621;-74.1222508;-74.1111392;40.663884;40.6722722
622;-74.1222508;-74.1111392;40.6722722;40.6806604
623;-74.1222508;-74.1111392;40.6806604;40.6890486
624;-74.1222508;-74.1111392;40.6890486;40.6974368
625;-74.1222508;-74.1111392;40.6974368;40.705825
626;-74.1222508;-74.1111392;40.705825;40.7142132
627;-74.1222508;-74.1111392;40.7142132;40.7226014
628;-74.1222508;-74.1111392;40.7226014;40.7309896
629;-74.1222508;-74.1111392;40.7309896;40.7393778
630;-74.1222508;-74.1111392;40.7393778;40.747766
631;-74.1222508;-74.1111392;40.747766;40.7561542
632;-74.1222508;-74.1111392;40.7561542;40.7645424
633;-74.1222508;-74.1111392;40.7645424;40.7729306
634;-74.1222508;-74.1111392;40.7729306;40.7813188
635;-74.1222508;-74.1111392;40.7813188;40.789707
636;-74.1222508;-74.1111392;40.789707;40.7980952
637;-74.1222508;-74.1111392;40.7980952;40.8064834
638;-74.1222508;-74.1111392;40.8064834;40.8148716
639;-74.1222508;-74.1111392;40.8148716;40.8232598
640;-74.1222508;-74.1111392;40.8232598;40.831648
641;-74.1222508;-74.1111392;40.831648;40.8400362
642;-74.1222508;-74.1111392;40.8400362;40.8484244
643;-74.1222508;-74.1111392;40.8484244;40.8568126
644;-74.1222508;-74.1111392;40.8568126;40.8652008
645;-74.1222508;-74.1111392;40.8652008;40.873589
646;-74.1222508;-74.1111392;40.873589;40.8819772
647;-74.1222508;-74.1111392;40.8819772;40.8903654
648;-74.1222508;-74.1111392;40.8903654;40.8987536
649;-74.1222508;-74.1111392;40.8987536;40.9071418
650;-74.1222508;-74.1111392;40.9071418;40.91553
651;-74.1111392;-74.1000276;40.49612;40.5045082
652;-74.1111392;-74.1000276;40.5045082;40.5128964
653;-74.1111392;-74.1000276;40.5128964;40.5212846
654;-74.1111392;-74.1000276;40.5212846;40.5296728
655;-74.1111392;-74.1000276;40.5296728;40.538061
656;-74.1111392;-74.1000276;40.538061;40.5464492
657;-74.1111392;-74.1000276;40.5464492;40.5548374
658;-74.1111392;-74.1000276;40.5548374;40.5632256
659;-74.1111392;-74.1000276;40.5632256;40.5716138
660;-74.1111392;-74.1000276;40.5716138;40.580002
661;-74.1111392;-74.1000276;40.580002;40.5883902
662;-74.1111392;-74.1000276;40.5883902;40.5967784
663;-74.1111392;-74.1000276;40.5967784;40.6051666
664;-74.1111392;-74.1000276;40.6051666;40.6135548
665;-74.1111392;-74.1000276;40.6135548;40.621943
666;-74.1111392;-74.1000276;40.621943;40.6303312
667;-74.1111392;-74.1000276;40.6303312;40.6387194
668;-74.1111392;-74.1000276;40.6387194;40.6471076
669;-74.1111392;-74.1000276;40.6471076;40.6554958
670;-74.1111392;-74.1000276;40.6554958;40.663884
671;-74.1111392;-74.1000276;40.663884;40.6722722
672;-74.1111392;-74.1000276;40.6722722;40.6806604
673;-74.1111392;-74.1000276;40.6806604;40.6890486
674;-74.1111392;-74.1000276;40.6890486;40.6974368
675;-74.1111392;-74.1000276;40.6974368;40.705825
676;-74.1111392;-74.1000276;40.705825;40.7142132
677;-74.1111392;-74.1000276;40.7142132;40.7226014
678;-74.1111392;-74.1000276;40.7226014;40.7309896
679;-74.1111392;-74.1000276;40.7309896;40.7393778
680;-74.1111392;-74.1000276;40.7393778;40.747766
681;-74.1111392;-74.1000276;40.747766;40.7561542
682;-74.1111392;-74.1000276;40.7561542;40.7645424
683;-74.1111392;-74.1000276;40.7645424;40.7729306
684;-74.1111392;-74.1000276;40.7729306;40.7813188
685;-74.1111392;-74.1000276;40.7813188;40.789707
686;-74.1111392;-74.1000276;40.789707;40.7980952
687;-74.1111392;-74.1000276;40.7980952;40.8064834
688;-74.1111392;-74.1000276;40.8064834;40.8148716
689;-74.1111392;-74.1000276;40.8148716;40.8232598
690;-74.1111392;-74.1000276;40.8232598;40.831648
691;-74.1111392;-74.1000276;40.831648;40.8400362
692;-74.1111392;-74.1000276;40.8400362;40.8484244
693;-74.1111392;-74.1000276;40.8484244;40.8568126
694;-74.1111392;-74.1000276;40.8568126;40.8652008
695;-74.1111392;-74.1000276;40.8652008;40.873589
696;-74.1111392;-74.1000276;40.873589;40.8819772
697;-74.1111392;-74.1000276;40.8819772;40.8903654
698;-74.1111392;-74.1000276;40.8903654;40.8987536
699;-74.1111392;-74.1000276;40.8987536;40.9071418
700;-74.1111392;-74.1000276;40.9071418;40.91553
701;-74.1000276;-74.088916;40.49612;40.5045082
702;-74.1000276;-74.088916;40.5045082;40.5128964
703;-74.1000276;-74.088916;40.5128964;40.5212846
704;-74.1000276;-74.088916;40.5212846;40.5296728
705;-74.1000276;-74.088916;40.5296728;40.538061
706;-74.1000276;-74.088916;40.538061;40.5464492
707;-74.1000276;-74.088916;40.5464492;40.5548374
708;-74.1000276;-74.088916;40.5548374;40.5632256
709;-74.1000276;-74.088916;40.5632256;40.5716138
710;-74.1000276;-74.088916;40.5716138;40.580002
711;-74.1000276;-74.088916;40.580002;40.5883902
712;-74.1000276;-74.088916;40.5883902;40.5967784
713;-74.1000276;-74.088916;40.5967784;40.6051666
714;-74.1000276;-74.088916;40.6051666;40.6135548
715;-74.1000276;-74.088916;40.6135548;40.621943
716;-74.1000276;-74.088916;40.621943;40.6303312
717;-74.1000276;-74.088916;40.6303312;40.6387194
718;-74.1000276;-74.088916;40.6387194;40.6471076
719;-74.1000276;-74.088916;40.6471076;40.6554958
720;-74.1000276;-74.088916;40.6554958;40.663884
721;-74.1000276;-74.088916;40.663884;40.6722722
722;-74.1000276;-74.088916;40.6722722;40.6806604
723;-74.1000276;-74.088916;40.6806604;40.6890486
724;-74.1000276;-74.088916;40.6890486;40.6974368
725;-74.1000276;-74.088916;40.6974368;40.705825
726;-74.1000276;-74.088916;40.705825;40.7142132
727;-74.1000276;-74.088916;40.7142132;40.7226014
728;-74.1000276;-74.088916;40.7226014;40.7309896
729;-74.1000276;-74.088916;40.7309896;40.7393778
730;-74.1000276;-74.088916;40.7393778;40.747766
731;-74.1000276;-74.088916;40.747766;40.7561542
732;-74.1000276;-74.088916;40.7561542;40.7645424
733;-74.1000276;-74.088916;40.7645424;40.7729306
734;-74.1000276;-74.088916;40.7729306;40.7813188
735;-74.1000276;-74.088916;40.7813188;40.789707
736;-74.1000276;-74.088916;40.789707;40.7980952
737;-74.1000276;-74.088916;40.7980952;40.8064834
738;-74.1000276;-74.088916;40.8064834;40.8148716
739;-74.1000276;-74.088916;40.8148716;40.8232598
740;-74.1000276;-74.088916;40.8232598;40.831648
741;-74.1000276;-74.088916;40.831648;40.8400362
742;-74.1000276;-74.088916;40.8400362;40.8484244
743;-74.1000276;-74.088916;40.8484244;40.8568126
744;-74.1000276;-74.088916;40.8568126;40.8652008
745;-74.1000276;-74.088916;40.8652008;40.873589
746;-74.1000276;-74.088916;40.873589;40.8819772
747;-74.1000276;-74.088916;40.8819772;40.8903654
748;-74.1000276;-74.088916;40.8903654;40.8987536
749;-74.1000276;-74.088916;40.8987536;40.9071418
750;-74.1000276;-74.088916;40.9071418;40.91553
751;-74.088916;-74.0778044;40.49612;40.5045082
752;-74.088916;-74.0778044;40.5045082;40.5128964
753;-74.088916;-74.0778044;40.5128964;40.5212846
754;-74.088916;-74.0778044;40.5212846;40.5296728
755;-74.088916;-74.0778044;40.5296728;40.538061
756;-74.088916;-74.0778044;40.538061;40.5464492
757;-74.088916;-74.0778044;40.5464492;40.5548374
758;-74.088916;-74.0778044;40.5548374;40.5632256
759;-74.088916;-74.0778044;40.5632256;40.5716138
760;-74.088916;-74.0778044;40.5716138;40.580002
761;-74.088916;-74.0778044;40.580002;40.5883902
762;-74.088916;-74.0778044;40.5883902;40.5967784
763;-74.088916;-74.0778044;40.5967784;40.6051666
764;-74.088916;-74.0778044;40.6051666;40.6135548
765;-74.088916;-74.0778044;40.6135548;40.621943
766;-74.088916;-74.0778044;40.621943;40.6303312
767;-74.088916;-74.0778044;40.6303312;40.6387194
768;-74.088916;-74.0778044;40.6387194;40.6471076
769;-74.088916;-74.0778044;40.6471076;40.6554958
770;-74.088916;-74.0778044;40.6554958;40.663884
771;-74.088916;-74.0778044;40.663884;40.6722722
772;-74.088916;-74.0778044;40.6722722;40.6806604
773;-74.088916;-74.0778044;40.6806604;40.6890486
774;-74.088916;-74.0778044;40.6890486;40.6974368
775;-74.088916;-74.0778044;40.6974368;40.705825
776;-74.088916;-74.0778044;40.705825;40.7142132
777;-74.088916;-74.0778044;40.7142132;40.7226014
778;-74.088916;-74.0778044;40.7226014;40.7309896
779;-74.088916;-74.0778044;40.7309896;40.7393778
780;-74.088916;-74.0778044;40.7393778;40.747766
781;-74.088916;-74.0778044;40.747766;40.7561542
782;-74.088916;-74.0778044;40.7561542;40.7645424
783;-74.088916;-74.0778044;40.7645424;40.7729306
784;-74.088916;-74.0778044;40.7729306;40.7813188
785;-74.088916;-74.0778044;40.7813188;40.789707
786;-74.088916;-74.0778044;40.789707;40.7980952
787;-74.088916;-74.0778044;40.7980952;40.8064834
788;-74.088916;-74.0778044;40.8064834;40.8148716
789;-74.088916;-74.0778044;40.8148716;40.8232598
790;-74.088916;-74.0778044;40.8232598;40.831648
791;-74.088916;-74.0778044;40.831648;40.8400362
792;-74.088916;-74.0778044;40.8400362;40.8484244
793;-74.088916;-74.0778044;40.8484244;40.8568126
794;-74.088916;-74.0778044;40.8568126;40.8652008
795;-74.088916;-74.0778044;40.8652008;40.873589
796;-74.088916;-74.0778044;40.873589;40.8819772
797;-74.088916;-74.0778044;40.8819772;40.8903654
798;-74.088916;-74.0778044;40.8903654;40.8987536
799;-74.088916;-74.0778044;40.8987536;40.9071418
800;-74.088916;-74.0778044;40.9071418;40.91553
801;-74.0778044;-74.0666928;40.49612;40.5045082
802;-74.0778044;-74.0666928;40.5045082;40.5128964
803;-74.0778044;-74.0666928;40.5128964;40.5212846
804;-74.0778044;-74.0666928;40.5212846;40.5296728
805;-74.0778044;-74.0666928;40.5296728;40.538061
806;-74.0778044;-74.0666928;40.538061;40.5464492
807;-74.0778044;-74.0666928;40.5464492;40.5548374
808;-74.0778044;-74.0666928;40.5548374;40.5632256
809;-74.0778044;-74.0666928;40.5632256;40.5716138
810;-74.0778044;-74.0666928;40.5716138;40.580002
811;-74.0778044;-74.0666928;40.580002;40.5883902
812;-74.0778044;-74.0666928;40.5883902;40.5967784
813;-74.0778044;-74.0666928;40.5967784;40.6051666
814;-74.0778044;-74.0666928;40.6051666;40.6135548
815;-74.0778044;-74.0666928;40.6135548;40.621943
816;-74.0778044;-74.0666928;40.621943;40.6303312
817;-74.0778044;-74.0666928;40.6303312;40.6387194
818;-74.0778044;-74.0666928;40.6387194;40.6471076
819;-74.0778044;-74.0666928;40.6471076;40.6554958
820;-74.0778044;-74.0666928;40.6554958;40.663884
821;-74.0778044;-74.0666928;40.663884;40.6722722
822;-74.0778044;-74.0666928;40.6722722;40.6806604
823;-74.0778044;-74.0666928;40.6806604;40.6890486
824;-74.0778044;-74.0666928;40.6890486;40.6974368
825;-74.0778044;-74.0666928;40.6974368;40.705825
826;-74.0778044;-74.0666928;40.705825;40.7142132
827;-74.0778044;-74.0666928;40.7142132;40.7226014
828;-74.0778044;-74.0666928;40.7226014;40.7309896
829;-74.0778044;-74.0666928;40.7309896;40.7393778
830;-74.0778044;-74.0666928;40.7393778;40.747766
831;-74.0778044;-74.0666928;40.747766;40.7561542
832;-74.0778044;-74.0666928;40.7561542;40.7645424
833;-74.0778044;-74.0666928;40.7645424;40.7729306
834;-74.0778044;-74.0666928;40.7729306;40.7813188
835;-74.0778044;-74.0666928;40.7813188;40.789707
836;-74.0778044;-74.0666928;40.789707;40.7980952
837;-74.0778044;-74.0666928;40.7980952;40.8064834
838;-74.0778044;-74.0666928;40.8064834;40.8148716
839;-74.0778044;-74.0666928;40.8148716;40.8232598
840;-74.0778044;-74.0666928;40.8232598;40.831648
841;-74.0778044;-74.0666928;40.831648;40.8400362
842;-74.0778044;-74.0666928;40.8400362;40.8484244
843;-74.0778044;-74.0666928;40.8484244;40.8568126
844;-74.0778044;-74.0666928;40.8568126;40.8652008
845;-74.0778044;-74.0666928;40.8652008;40.873589
846;-74.0778044;-74.0666928;40.873589;40.8819772
847;-74.0778044;-74.0666928;40.8819772;40.8903654
848;-74.0778044;-74.0666928;40.8903654;40.8987536
849;-74.0778044;-74.0666928;40.8987536;40.9071418
850;-74.0778044;-74.0666928;40.9071418;40.91553
851;-74.0666928;-74.0555812;40.49612;40.5045082
852;-74.0666928;-74.0555812;40.5045082;40.5128964
853;-74.0666928;-74.0555812;40.5128964;40.5212846
854;-74.0666928;-74.0555812;40.5212846;40.5296728
855;-74.0666928;-74.0555812;40.5296728;40.538061
856;-74.0666928;-74.0555812;40.538061;40.5464492
857;-74.0666928;-74.0555812;40.5464492;40.5548374
858;-74.0666928;-74.0555812;40.5548374;40.5632256
859;-74.0666928;-74.0555812;40.5632256;40.5716138
860;-74.0666928;-74.0555812;40.5716138;40.580002
861;-74.0666928;-74.0555812;40.580002;40.5883902
862;-74.0666928;-74.0555812;40.5883902;40.5967784
863;-74.0666928;-74.0555812;40.5967784;40.6051666
864;-74.0666928;-74.0555812;40.6051666;40.6135548
865;-74.0666928;-74.0555812;40.6135548;40.621943
866;-74.0666928;-74.0555812;40.621943;40.6303312
867;-74.0666928;-74.0555812;40.6303312;40.6387194
868;-74.0666928;-74.0555812;40.6387194;40.6471076
869;-74.0666928;-74.0555812;40.6471076;40.6554958
870;-74.0666928;-74.0555812;40.6554958;40.663884
871;-74.0666928;-74.0555812;40.663884;40.6722722
872;-74.0666928;-74.0555812;40.6722722;40.6806604
873;-74.0666928;-74.0555812;40.6806604;40.6890486
874;-74.0666928;-74.0555812;40.6890486;40.6974368
875;-74.0666928;-74.0555812;40.6974368;40.705825
876;-74.0666928;-74.0555812;40.705825;40.7142132
877;-74.0666928;-74.0555812;40.7142132;40.7226014
878;-74.0666928;-74.0555812;40.7226014;40.7309896
879;-74.0666928;-74.0555812;40.7309896;40.7393778
880;-74.0666928;-74.0555812;40.7393778;40.747766
881;-74.0666928;-74.0555812;40.747766;40.7561542
882;-74.0666928;-74.0555812;40.7561542;40.7645424
883;-74.0666928;-74.0555812;40.7645424;40.7729306
884;-74.0666928;-74.0555812;40.7729306;40.7813188
885;-74.0666928;-74.0555812;40.7813188;40.789707
886;-74.0666928;-74.0555812;40.789707;40.7980952
887;-74.0666928;-74.0555812;40.7980952;40.8064834
888;-74.0666928;-74.0555812;40.8064834;40.8148716
889;-74.0666928;-74.0555812;40.8148716;40.8232598
890;-74.0666928;-74.0555812;40.8232598;40.831648
891;-74.0666928;-74.0555812;40.831648;40.8400362
892;-74.0666928;-74.0555812;40.8400362;40.8484244
893;-74.0666928;-74.0555812;40.8484244;40.8568126
894;-74.0666928;-74.0555812;40.8568126;40.8652008
895;-74.0666928;-74.0555812;40.8652008;40.873589
896;-74.0666928;-74.0555812;40.873589;40.8819772
897;-74.0666928;-74.0555812;40.8819772;40.8903654
898;-74.0666928;-74.0555812;40.8903654;40.8987536
899;-74.0666928;-74.0555812;40.8987536;40.9071418
900;-74.0666928;-74.0555812;40.9071418;40.91553
901;-74.0555812;-74.0444696;40.49612;40.5045082
902;-74.0555812;-74.0444696;40.5045082;40.5128964
903;-74.0555812;-74.0444696;40.5128964;40.5212846
904;-74.0555812;-74.0444696;40.5212846;40.5296728
905;-74.0555812;-74.0444696;40.5296728;40.538061
906;-74.0555812;-74.0444696;40.538061;40.5464492
907;-74.0555812;-74.0444696;40.5464492;40.5548374
908;-74.0555812;-74.0444696;40.5548374;40.5632256
909;-74.0555812;-74.0444696;40.5632256;40.5716138
910;-74.0555812;-74.0444696;40.5716138;40.580002
911;-74.0555812;-74.0444696;40.580002;40.5883902
912;-74.0555812;-74.0444696;40.5883902;40.5967784
913;-74.0555812;-74.0444696;40.5967784;40.6051666
914;-74.0555812;-74.0444696;40.6051666;40.6135548
915;-74.0555812;-74.0444696;40.6135548;40.621943
916;-74.0555812;-74.0444696;40.621943;40.6303312
917;-74.0555812;-74.0444696;40.6303312;40.6387194
918;-74.0555812;-74.0444696;40.6387194;40.6471076
919;-74.0555812;-74.0444696;40.6471076;40.6554958
920;-74.0555812;-74.0444696;40.6554958;40.663884
921;-74.0555812;-74.0444696;40.663884;40.6722722
922;-74.0555812;-74.0444696;40.6722722;40.6806604
923;-74.0555812;-74.0444696;40.6806604;40.6890486
924;-74.0555812;-74.0444696;40.6890486;40.6974368
925;-74.0555812;-74.0444696;40.6974368;40.705825
926;-74.0555812;-74.0444696;40.705825;40.7142132
927;-74.0555812;-74.0444696;40.7142132;40.7226014
928;-74.0555812;-74.0444696;40.7226014;40.7309896
929;-74.0555812;-74.0444696;40.7309896;40.7393778
930;-74.0555812;-74.0444696;40.7393778;40.747766
931;-74.0555812;-74.0444696;40.747766;40.7561542
932;-74.0555812;-74.0444696;40.7561542;40.7645424
933;-74.0555812;-74.0444696;40.7645424;40.7729306
934;-74.0555812;-74.0444696;40.7729306;40.7813188
935;-74.0555812;-74.0444696;40.7813188;40.789707
936;-74.0555812;-74.0444696;40.789707;40.7980952
937;-74.0555812;-74.0444696;40.7980952;40.8064834
938;-74.0555812;-74.0444696;40.8064834;40.8148716
939;-74.0555812;-74.0444696;40.8148716;40.8232598
940;-74.0555812;-74.0444696;40.8232598;40.831648
941;-74.0555812;-74.0444696;40.831648;40.8400362
942;-74.0555812;-74.0444696;40.8400362;40.8484244
943;-74.0555812;-74.0444696;40.8484244;40.8568126
944;-74.0555812;-74.0444696;40.8568126;40.8652008
945;-74.0555812;-74.0444696;40.8652008;40.873589
946;-74.0555812;-74.0444696;40.873589;40.8819772
947;-74.0555812;-74.0444696;40.8819772;40.8903654
948;-74.0555812;-74.0444696;40.8903654;40.8987536
949;-74.0555812;-74.0444696;40.8987536;40.9071418
950;-74.0555812;-74.0444696;40.9071418;40.91553
951;-74.0444696;-74.033358;40.49612;40.5045082
952;-74.0444696;-74.033358;40.5045082;40.5128964
953;-74.0444696;-74.033358;40.5128964;40.5212846
954;-74.0444696;-74.033358;40.5212846;40.5296728
955;-74.0444696;-74.033358;40.5296728;40.538061
956;-74.0444696;-74.033358;40.538061;40.5464492
957;-74.0444696;-74.033358;40.5464492;40.5548374
958;-74.0444696;-74.033358;40.5548374;40.5632256
959;-74.0444696;-74.033358;40.5632256;40.5716138
960;-74.0444696;-74.033358;40.5716138;40.580002
961;-74.0444696;-74.033358;40.580002;40.5883902
962;-74.0444696;-74.033358;40.5883902;40.5967784
963;-74.0444696;-74.033358;40.5967784;40.6051666
964;-74.0444696;-74.033358;40.6051666;40.6135548
965;-74.0444696;-74.033358;40.6135548;40.621943
966;-74.0444696;-74.033358;40.621943;40.6303312
967;-74.0444696;-74.033358;40.6303312;40.6387194
968;-74.0444696;-74.033358;40.6387194;40.6471076
969;-74.0444696;-74.033358;40.6471076;40.6554958
970;-74.0444696;-74.033358;40.6554958;40.663884
971;-74.0444696;-74.033358;40.663884;40.6722722
972;-74.0444696;-74.033358;40.6722722;40.6806604
973;-74.0444696;-74.033358;40.6806604;40.6890486
974;-74.0444696;-74.033358;40.6890486;40.6974368
975;-74.0444696;-74.033358;40.6974368;40.705825
976;-74.0444696;-74.033358;40.705825;40.7142132
977;-74.0444696;-74.033358;40.7142132;40.7226014
978;-74.0444696;-74.033358;40.7226014;40.7309896
979;-74.0444696;-74.033358;40.7309896;40.7393778
980;-74.0444696;-74.033358;40.7393778;40.747766
981;-74.0444696;-74.033358;40.747766;40.7561542
982;-74.0444696;-74.033358;40.7561542;40.7645424
983;-74.0444696;-74.033358;40.7645424;40.7729306
984;-74.0444696;-74.033358;40.7729306;40.7813188
985;-74.0444696;-74.033358;40.7813188;40.789707
986;-74.0444696;-74.033358;40.789707;40.7980952
987;-74.0444696;-74.033358;40.7980952;40.8064834
988;-74.0444696;-74.033358;40.8064834;40.8148716
989;-74.0444696;-74.033358;40.8148716;40.8232598
990;-74.0444696;-74.033358;40.8232598;40.831648
991;-74.0444696;-74.033358;40.831648;40.8400362
992;-74.0444696;-74.033358;40.8400362;40.8484244
993;-74.0444696;-74.033358;40.8484244;40.8568126
994;-74.0444696;-74.033358;40.8568126;40.8652008
995;-74.0444696;-74.033358;40.8652008;40.873589
996;-74.0444696;-74.033358;40.873589;40.8819772
997;-74.0444696;-74.033358;40.8819772;40.8903654
998;-74.0444696;-74.033358;40.8903654;40.8987536
999;-74.0444696;-74.033358;40.8987536;40.9071418
1000;-74.0444696;-74.033358;40.9071418;40.91553
1001;-74.033358;-74.0222464;40.49612;40.5045082
1002;-74.033358;-74.0222464;40.5045082;40.5128964
1003;-74.033358;-74.0222464;40.5128964;40.5212846
1004;-74.033358;-74.0222464;40.5212846;40.5296728
1005;-74.033358;-74.0222464;40.5296728;40.538061
1006;-74.033358;-74.0222464;40.538061;40.5464492
1007;-74.033358;-74.0222464;40.5464492;40.5548374
1008;-74.033358;-74.0222464;40.5548374;40.5632256
1009;-74.033358;-74.0222464;40.5632256;40.5716138
1010;-74.033358;-74.0222464;40.5716138;40.580002
1011;-74.033358;-74.0222464;40.580002;40.5883902
1012;-74.033358;-74.0222464;40.5883902;40.5967784
1013;-74.033358;-74.0222464;40.5967784;40.6051666
1014;-74.033358;-74.0222464;40.6051666;40.6135548
1015;-74.033358;-74.0222464;40.6135548;40.621943
1016;-74.033358;-74.0222464;40.621943;40.6303312
1017;-74.033358;-74.0222464;40.6303312;40.6387194
1018;-74.033358;-74.0222464;40.6387194;40.6471076
1019;-74.033358;-74.0222464;40.6471076;40.6554958
1020;-74.033358;-74.0222464;40.6554958;40.663884
1021;-74.033358;-74.0222464;40.663884;40.6722722
1022;-74.033358;-74.0222464;40.6722722;40.6806604
1023;-74.033358;-74.0222464;40.6806604;40.6890486
1024;-74.033358;-74.0222464;40.6890486;40.6974368
1025;-74.033358;-74.0222464;40.6974368;40.705825
1026;-74.033358;-74.0222464;40.705825;40.7142132
1027;-74.033358;-74.0222464;40.7142132;40.7226014
