session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
4270,5,31,438,2,58,22,31,1417,3963,58,39
4271,107,36,119,67,58,36,3,92,36,3,39
4272,36,3,36,158,3,58,136,58,58,174,39
4273,5,58,36,36,867,756,67,459,646,212,39
4274,479,247,20,27,21,39,30,33,648,119,39
4275,1358,130,497,2,624,45,22,2393,582,1236,39
4276,130,2,2392,1358,497,648,5,119,17,53,39
4277,18,22,119,5,1358,3,15,3,3078,23,39
4278,37,23,653,495,497,376,624,582,665,653,39
4279,31,665,497,653,653,831,52,297,130,20,39
4280,831,5,653,53,3,599,1010,831,653,831,39
4281,22,45,3,18,22,53,17,960,5,653,39
4282,20,9,2,105,22,85,10,6,52,6,39
4283,66,49,66,49,39,255,9,197,197,197,39
4284,3970,197,197,868,942,943,197,197,940,16,39
4285,16,16,16,16,16,16,16,16,16,16,39
4286,16,16,16,16,16,16,16,16,16,16,39
4287,16,16,16,16,16,16,16,16,16,16,39
4288,16,16,16,16,16,16,16,16,16,16,39
4289,16,16,16,16,16,16,16,16,16,16,39
4290,16,16,16,16,16,16,16,16,16,16,39
4291,16,16,16,16,16,16,16,16,16,16,39
4292,16,16,16,16,16,16,16,16,16,16,39
4293,16,16,16,16,16,16,16,16,16,16,39
4294,16,16,16,16,16,16,16,16,16,16,39
4295,16,16,16,16,16,16,16,16,16,16,39
4296,16,16,16,16,16,16,16,16,16,16,39
4297,16,16,16,16,16,16,16,16,16,16,39
4298,16,16,16,16,16,16,16,16,16,16,39
4299,16,16,16,16,16,16,16,16,16,16,39
4300,16,16,16,16,16,16,16,16,16,16,39
4301,16,16,16,16,16,16,16,16,16,16,39
4302,16,16,16,16,16,16,16,16,16,16,39
4303,16,16,16,16,16,16,16,16,16,16,39
4304,16,16,16,16,16,16,16,16,16,197,39
4305,16,1143,602,16,16,602,66,49,9,23,39
4306,37,23,53,2,706,706,2324,53,53,22,39
4307,53,130,45,18,17,5,22,52,130,53,39
4308,53,9,22,53,2,6,81,164,182,163,39
4309,168,164,182,317,164,163,168,61,81,43,39
4310,43,53,170,3972,170,170,3973,2,3084,3084,39
4311,49,66,66,49,3,2,3,1401,2,175,39
4312,31,529,298,175,283,52,283,298,370,119,39
4313,119,9,2,49,66,66,49,2,3974,85,39
4314,499,53,53,53,53,15,72,2,103,898,39
4315,685,103,3,685,2,898,103,685,58,58,39
4316,3,58,685,4,53,203,2,1399,3975,1696,39
4317,22,1696,1696,3976,1696,37,23,20,3,213,39
4318,9,112,139,2,6,10,4,9,4,15,39
4319,487,3,77,2,263,263,80,80,263,263,39
4320,2,5,3,31,725,725,725,725,1467,2,39
4321,1467,1467,45,17,5,18,1467,180,1325,179,39
4322,40,102,179,40,40,1467,40,1467,1559,793,39
4323,49,66,49,66,66,49,49,66,3,9,39
4324,2,213,6,10,9,725,5,725,725,725,39
4325,725,725,725,5,725,5,725,725,5,725,39
4326,15,5,725,725,36,3,36,158,92,3,39
4327,174,3,170,170,36,92,3,36,73,158,39
4328,3,92,73,174,36,170,170,36,36,3,39
4329,92,36,36,295,345,36,36,3,92,170,39
4330,73,170,463,433,40,9,10,105,6,23,39
4331,37,9,66,49,2,208,15,2525,496,3977,39
4332,2487,767,487,3971,2487,3,15,2487,3,66,39
4333,49,3,9,2,208,3961,6,487,105,10,39
4334,9,9,4,9,972,972,972,972,2,9,39
4335,9,972,2,17,5,5,20,655,31,6,39
4336,3,3,5,467,467,170,467,467,467,467,39
4337,467,467,467,3,2,9,10,6,467,467,39
4338,467,467,467,467,467,467,467,467,467,467,39
4339,467,467,467,467,467,467,467,6,3,2,39
4340,467,9,9,4,972,3,9,2,467,467,39
4341,467,213,20,3,1077,1077,9,2,6,27,39
4342,10,21,9,3,4,39,39,487,77,3,39
4343,77,487,51,10,2906,6,3,123,123,17,39
4344,17,5,20,213,6,10,31,3,2,1350,39
4345,3,2,105,3,2,105,17,5,123,709,39
4346,123,123,537,123,105,123,537,123,537,123,39
4347,80,67,15,72,15,15,15,67,39,39,39
4348,37,23,647,3953,973,647,45,647,18,31,39
4349,17,21,5,27,3,30,33,9,6,10,39
4350,85,3,6,52,9,123,51,77,139,112,39
4351,51,530,530,324,4,80,72,15,15,15,39
4352,15,112,139,69,69,162,23,37,23,21,39
4353,27,3,30,10,33,6,9,39,3,6,39
4354,9,123,30,77,51,9,530,51,9,168,39
4355,182,317,163,164,81,168,163,61,81,43,39
4356,43,51,2,58,3,31,58,31,58,58,39
4357,3,5,80,58,5,247,90,118,2,67,39
4358,15,22,5,146,108,90,108,107,90,5,39
4359,17,18,22,90,45,101,108,118,3,213,39
4360,9,20,2,31,37,23,23,9,51,9,39
4361,51,244,244,66,49,66,49,66,49,9,39
4362,66,49,9,37,23,66,49,51,4,39,39
4363,2,58,3,58,348,531,2839,345,2,69,39
4364,49,49,324,3,9,2,15,72,2,3095,39
4365,3095,49,2,2,1973,31,1973,139,112,3,39
4366,9,2,9,51,9,37,23,23,9,9,39
4367,66,49,66,49,66,49,66,66,49,49,39
4368,9,49,66,9,9,51,37,23,4,2,39
4369,3,2531,103,58,175,31,2,2531,2,175,39
4370,283,283,52,298,58,3,58,348,531,2,39
4371,3,36,92,158,36,3,1796,128,15,36,39
4372,2,2,663,663,663,370,2531,663,85,499,39
4373,119,2,9,105,663,324,9,9,244,49,39
4374,49,49,49,9,49,49,49,112,139,49,39
4375,66,9,23,37,9,9,69,238,69,238,39
4376,609,238,69,2,1255,1255,66,49,9,51,39
4377,9,66,49,23,37,1255,1255,1255,1255,1255,39
4378,4,324,49,49,49,49,15,72,2,15,39
4379,27,10,21,9,3,4,6,49,66,49,39
4380,66,39,43,81,346,346,6,3,2,3,39
4381,31,2,5,370,499,119,2,105,105,119,39
4382,5,3,2,105,39,80,107,41,184,41,39
4383,52,307,72,15,15,82,41,41,184,85,39
4384,82,15,15,37,23,23,99,70,44,70,39
4385,334,44,159,285,70,187,97,156,27,21,39
4386,30,33,6,9,39,70,4,70,3,70,39
4387,44,70,70,77,226,70,44,10,6,24,39
4388,123,39,255,51,41,227,70,82,95,51,39
4389,9,64,177,5,3,15,3,64,5,15,39
4390,3,177,64,177,64,15,5,3,177,106,39
4391,258,112,64,177,64,177,2,31,2539,22,39
4392,2539,3960,22,2539,107,67,64,20,537,123,39
4393,1082,105,347,2,3,9,1284,6,10,51,39
4394,297,197,197,197,197,587,197,197,3098,197,39
4395,197,197,868,940,197,942,943,16,16,16,39
4396,16,16,16,16,16,16,16,16,16,16,39
4397,16,16,16,16,16,16,16,16,16,16,39
4398,16,16,16,16,16,16,16,16,16,16,39
4399,16,16,16,16,16,16,16,16,16,16,39
4400,16,16,16,16,16,16,16,16,16,16,39
4401,16,16,16,16,16,16,16,16,16,16,39
4402,16,16,16,16,16,16,16,16,16,16,39
4403,16,16,16,51,16,16,16,16,16,16,39
4404,16,16,16,16,16,16,16,16,16,16,39
4405,16,16,16,16,16,16,16,16,16,16,39
4406,16,16,16,16,16,16,16,16,16,16,39
4407,16,16,16,16,16,16,16,16,16,16,39
4408,16,16,16,16,16,16,16,16,16,16,39
4409,16,16,16,16,16,37,16,23,23,16,39
4410,23,16,16,16,16,16,16,16,16,16,39
4411,16,16,16,16,16,16,16,16,16,16,39
4412,16,16,16,16,16,16,16,16,16,16,39
4413,16,16,197,197,197,587,3098,197,197,942,39
4414,943,868,197,940,197,16,16,16,16,16,39
4415,197,9,112,139,16,16,602,1143,602,51,39
4416,51,43,9,51,3,972,2,972,972,3,39
4417,972,3,2,9,324,37,23,23,2,72,39
4418,3946,15,1351,972,3071,17,45,18,22,52,39
4419,5,1399,938,22,20,2,2,22,3947,2,39
4420,662,662,662,2,3,58,31,58,3,58,39
4421,2,2,1648,1648,2399,2,2399,2399,3948,3068,39
4422,3068,3,2,9,51,15,2,1647,119,683,39
4423,1252,1647,1252,1647,2,1252,119,1647,1647,80,39
4424,1783,1783,1783,1783,3,9,213,2,2,3949,39
4425,2,1804,3,1804,3,31,1804,600,479,338,39
4426,5,479,128,295,349,600,193,174,479,203,39
4427,600,646,1804,31,2,64,376,45,2369,5,39
4428,18,2369,376,17,2369,64,64,20,26,26,39
4429,26,26,26,26,26,26,26,26,26,26,39
4430,26,26,26,26,26,26,26,26,26,26,39
4431,26,26,26,26,26,3,26,26,26,26,39
4432,26,26,26,26,26,26,26,26,26,26,39
4433,213,9,2,26,26,26,26,26,26,26,39
4434,26,26,347,6,10,26,26,26,26,26,39
4435,26,26,26,26,26,26,26,26,26,26,39
4436,26,26,26,26,26,26,26,26,26,26,39
4437,26,26,26,26,26,26,26,26,26,26,39
4438,26,26,26,26,26,26,26,26,26,26,39
4439,26,26,26,26,26,26,26,26,26,26,39
4440,26,26,26,26,26,26,26,26,26,26,39
4441,26,26,26,26,26,26,26,26,26,26,39
4442,26,26,26,26,26,26,26,26,26,26,39
4443,26,26,15,26,26,26,26,26,26,26,39
4444,26,26,26,26,26,26,26,26,26,26,39
4445,26,26,26,26,26,26,26,26,26,26,39
4446,26,26,26,26,26,26,26,26,26,26,39
4447,26,26,26,26,26,26,26,26,26,26,39
4448,26,26,26,26,26,26,26,26,26,26,39
4449,26,26,26,26,26,26,26,26,26,26,39
4450,26,26,26,26,26,26,26,26,26,26,39
4451,26,26,26,26,26,26,26,26,26,26,39
4452,26,26,26,26,26,26,26,26,26,26,39
4453,26,26,26,26,26,26,26,26,26,26,39
4454,26,3,26,26,30,51,9,33,26,26,39
4455,26,26,26,26,26,26,26,26,26,26,39
4456,6,26,26,26,26,26,26,26,26,26,39
4457,26,26,26,26,26,26,26,26,26,26,39
4458,26,26,26,26,26,26,26,26,26,26,39
4459,4,26,26,26,26,26,26,26,26,26,39
4460,26,26,26,26,26,26,26,26,26,26,39
4461,26,26,26,26,26,26,26,26,26,26,39
4462,26,26,26,26,26,26,26,26,26,26,39
4463,26,26,26,26,26,26,26,26,26,26,39
4464,26,26,26,26,26,26,26,26,26,26,39
4465,26,26,26,26,26,26,26,26,26,26,39
4466,26,26,26,26,26,23,26,37,26,26,39
4467,26,26,26,26,26,26,26,26,26,26,39
4468,26,26,26,26,26,26,26,26,26,26,39
4469,26,26,26,26,26,26,26,26,26,26,39
4470,26,26,26,26,26,26,26,26,26,26,39
4471,26,26,26,26,26,26,26,26,26,26,39
4472,26,26,26,26,26,26,9,26,26,26,39
4473,26,26,26,26,26,26,26,26,26,26,39
4474,26,26,26,26,26,26,26,26,26,26,39
4475,26,26,26,26,26,26,26,26,26,26,39
4476,26,26,26,26,26,26,26,26,26,26,39
4477,26,26,26,26,26,26,26,26,26,26,39
4478,26,26,26,26,26,26,26,26,26,26,39
4479,26,26,26,26,26,26,26,26,26,26,39
4480,26,26,26,26,26,26,26,26,26,26,39
4481,26,26,26,26,26,26,26,26,26,26,39
4482,26,26,26,26,26,26,26,26,26,26,39
4483,26,26,26,26,26,26,26,26,26,26,39
4484,26,26,26,26,26,26,26,26,26,3,39
4485,51,26,30,26,33,26,6,26,9,26,39
4486,26,26,26,26,26,26,26,26,26,26,39
4487,26,26,26,26,26,26,26,26,26,26,39
4488,26,26,26,26,26,26,26,26,26,26,39
4489,26,26,26,26,26,26,26,26,26,26,39
4490,26,26,26,26,26,26,26,26,26,26,39
4491,26,26,26,26,26,26,26,26,26,26,39
4492,26,26,26,26,26,26,26,26,26,26,39
4493,26,26,26,26,26,26,26,26,26,26,39
4494,26,26,26,26,26,26,26,26,26,26,39
4495,26,26,26,26,26,26,26,26,26,26,39
4496,26,26,26,26,26,26,26,26,26,26,39
4497,26,26,26,26,26,26,26,26,26,26,39
4498,26,26,26,26,26,26,26,26,26,26,39
4499,26,26,26,26,26,26,26,26,26,26,39
4500,26,26,26,26,26,26,26,26,26,26,39
4501,26,26,139,112,26,26,26,26,26,26,39
4502,26,26,26,26,26,26,26,26,26,26,39
4503,26,26,26,26,26,26,26,26,26,26,39
4504,26,26,26,26,26,26,26,26,26,26,39
4505,26,26,26,26,26,26,26,26,26,26,39
4506,26,26,26,26,26,26,26,26,26,26,39
4507,26,26,26,26,26,26,26,26,26,26,39
4508,3,26,26,26,26,26,26,26,26,26,39
4509,26,2,26,26,26,26,26,26,26,26,39
4510,26,26,26,26,26,26,26,26,26,26,39
4511,26,26,26,26,26,26,51,26,24,26,39
4512,9,26,26,26,26,26,26,26,26,26,39
4513,26,26,26,26,26,26,26,26,26,26,39
4514,26,26,26,26,26,26,26,26,26,26,39
4515,26,26,26,26,26,26,26,26,26,26,39
4516,26,26,26,26,26,26,26,26,26,66,39
4517,49,26,66,49,26,26,66,49,26,26,39
4518,26,26,26,26,26,26,26,26,26,26,39
4519,26,26,26,26,26,26,26,26,26,26,39
4520,26,26,26,26,26,26,26,26,26,26,39
4521,26,26,26,26,26,26,26,26,26,26,39
4522,26,26,26,26,26,26,26,26,26,26,39
4523,26,26,26,26,26,26,26,26,26,26,39
4524,9,26,26,26,2,36,408,3,92,3,39
4525,36,408,158,45,177,3,17,18,3,15,39
4526,5,36,92,3,36,158,5,804,80,3,39
4527,36,92,36,203,51,92,3,36,36,36,39
4528,3,92,36,2,26,26,26,26,26,26,39
4529,26,26,26,26,26,26,105,66,49,9,39
4530,175,2,283,175,52,283,298,2,130,22,39
4531,495,130,52,376,5,53,1010,45,45,3,39
4532,53,18,22,2,67,17,5,231,1511,2,39
4533,529,960,1511,2,1511,3,106,529,239,283,39
4534,112,258,297,106,174,629,174,370,1511,1511,39
4535,85,499,20,119,22,3,9,2,10,6,39
4536,4,49,66,49,66,49,66,66,49,66,39
4537,49,49,66,51,26,26,26,26,26,26,39
4538,26,26,26,26,26,26,26,26,26,26,39
4539,26,26,324,37,23,238,69,51,9,1511,39
4540,53,106,238,69,51,23,37,9,49,66,39
4541,93,93,93,93,93,93,93,93,139,112,39
4542,49,66,51,66,49,66,66,49,106,15,39
4543,72,2,2,49,69,529,2,175,175,298,39
4544,2,3042,3042,2,824,2,824,824,1174,175,39
4545,2,175,298,2,36,3,92,36,158,2,39
4546,2452,3,3,2452,45,3950,292,2,22,18,39
4547,17,3044,127,127,3044,5,22,2452,20,119,39
4548,3,9,22,2,105,10,6,3951,2457,524,39
4549,447,524,52,15,524,345,217,324,524,524,39
4550,447,2457,447,524,106,1034,835,174,2404,245,39
4551,2457,524,447,524,214,87,447,37,23,23,39
4552,447,524,524,447,524,447,524,87,447,214,39
4553,447,524,15,447,193,128,3047,15,10,524,39
4554,447,524,447,524,447,447,447,524,447,524,39
4555,524,447,6,2,3945,1782,1782,1782,1782,447,39
4556,524,3049,36,2,92,3,158,524,447,447,39
4557,447,524,447,447,345,447,524,447,447,524,39
4558,524,447,447,447,447,524,3,2,9,447,39
4559,524,447,447,105,3,2467,2,2467,2467,3952,39
4560,3954,1779,1189,3052,5,1189,1779,1189,1189,87,39
4561,214,1189,3052,45,1779,18,1779,1189,17,1189,39
4562,67,5,51,20,3,2,9,1189,10,6,39
4563,9,51,3,2,3,15,3,324,9,10,39
4564,27,4,123,21,51,60,60,539,21,27,39
4565,30,33,6,9,10,3,123,51,39,77,39
4566,33,39,51,2,3,6,51,9,81,43,39
4567,43,51,741,102,1760,17,5,17,5,213,39
4568,42,91,35,29,96,40,17,1765,22,1765,39
4569,1765,1765,9,2,3,13,38,324,19,1765,39
4570,642,42,113,1244,1244,29,2,2,9,2,39
4571,9,3,2,9,10,6,9,9,6,9,39
4572,4,17,5,17,5,17,5,5,46,572,39
4573,20,22,3,9,148,1749,30,123,51,6,39
4574,13,27,123,21,10,3,6,4,39,39,39
4575,67,80,67,580,37,23,23,67,530,530,39
4576,530,85,52,530,207,15,72,2,961,961,39
4577,3053,1389,1389,961,1389,1389,213,3,6,2,39
4578,2,31,58,3,58,2,3,3056,486,3056,39
4579,58,5,58,15,36,2,408,36,408,3,39
4580,92,158,3,85,15,85,3,158,36,36,39
4581,92,3,80,804,36,3,3,36,92,459,39
4582,3,2,213,105,81,182,317,163,168,164,39
4583,168,163,61,81,43,23,37,69,162,69,39
4584,3,2,3,2,238,238,69,238,69,69,39
4585,238,238,609,69,69,23,37,23,244,37,39
4586,23,23,66,49,66,49,49,66,3,72,39
4587,15,175,2,31,529,283,175,52,283,298,39
4588,283,370,119,3,2,37,23,80,72,15,39
4589,611,2,656,350,656,2390,928,350,15,557,39
4590,700,740,557,611,175,529,2,52,175,529,39
4591,298,52,85,499,370,119,175,119,2,298,39
4592,175,3,31,23,37,2,158,92,119,3,39
4593,36,36,3,217,3047,85,158,92,3,36,39
4594,3,3955,119,66,49,66,66,49,49,105,39
4595,37,23,23,207,244,244,244,43,244,244,39
4596,244,244,244,2,175,2,80,31,298,1971,39
4597,31,1300,1971,1300,80,1971,3057,3057,2404,106,39
4598,112,258,174,1971,244,119,2789,175,2,175,39
4599,298,298,23,37,23,119,244,244,3,2,39
4600,2431,2,2431,3956,2431,2,1383,72,15,3957,39
4601,130,22,3,1383,45,53,18,15,1383,17,39
4602,52,1383,170,170,217,1383,5,67,22,5,39
4603,107,1383,348,20,244,244,31,244,10,6,39
4604,244,244,3,2,49,66,66,49,53,23,39
4605,37,92,158,119,36,3,3,92,158,36,39
4606,36,3,36,105,15,15,21,27,30,2,39
4607,33,6,21,3,10,27,9,4,39,39,39
4608,67,80,72,15,15,15,15,67,37,23,39
4609,27,21,30,3,6,10,33,9,3,9,39
4610,123,6,77,30,85,52,51,26,26,26,39
4611,26,26,26,26,26,26,9,51,9,66,39
4612,49,51,66,49,66,2,2,1384,85,490,39
4613,490,15,490,52,67,490,107,52,2568,490,39
4614,490,490,490,490,46,2089,20,20,1296,3060,39
4615,107,1296,22,1296,45,18,1454,22,17,1296,39
4616,5,3060,5,1454,52,3,15,1454,1296,20,39
4617,3062,3062,405,22,148,3,2,51,2,36,39
4618,36,36,119,3,92,3,36,158,52,36,39
4619,36,37,23,23,655,2,3,58,31,3,39
4620,31,58,2,486,58,58,5,58,1296,18,39
4621,17,106,5,106,629,258,112,128,1296,52,39
4622,251,52,1492,1492,858,20,31,10,9,105,39
4623,2,2,585,45,2,585,2,18,551,585,39
4624,17,5,551,5,22,18,17,22,551,112,39
4625,258,5,585,551,585,20,551,9,46,22,39
4626,148,46,2,46,46,9,51,46,46,46,39
4627,46,46,51,46,46,46,46,51,46,2,39
4628,1801,3958,3064,3065,3064,1801,3065,1801,106,245,39
4629,1801,3959,5,22,17,18,36,408,3,158,39
4630,92,408,36,3,36,3,36,92,3,804,39
4631,80,36,36,3,92,36,3,20,46,36,39
4632,3,36,92,3,2,58,58,3,486,58,39
4633,22,46,213,6,10,46,105,3,2,9,39
4634,2,36,3,92,36,92,3,36,3,36,39
4635,46,36,3,36,92,3,36,92,3,3,39
4636,36,92,3,36,3,46,36,3,92,36,39
4637,3,92,46,3,2,3,213,9,36,51,39
4638,3,92,15,72,36,3,92,36,3,36,39
4639,4,2,46,2,58,3,58,2,486,58,39
4640,58,36,58,36,58,3,92,656,611,2,39
4641,350,656,2390,557,350,928,611,740,557,46,39
4642,37,23,23,324,46,6,2,105,31,46,39
4643,46,46,4338,1003,1003,1003,1003,1003,15,1003,39
4644,46,46,1003,46,46,1003,85,170,9,10,39
4645,46,170,46,1003,46,1003,51,46,46,15,39
4646,46,46,10,24,6,9,46,123,3,77,39
4647,46,30,1003,3,46,51,170,2,1281,54,39
4648,86,143,1281,54,86,54,46,6,46,3,39
4649,9,2,46,46,46,46,9,46,23,37,39
4650,46,46,123,46,9,46,46,51,46,46,39
4651,46,46,46,46,49,66,6,46,46,123,39
4652,46,1454,5,17,18,1454,1454,52,15,3,39
4653,2,27,21,10,3,9,123,6,20,324,39
4654,4,537,1590,51,80,37,23,23,23,39,39
4655,72,15,15,15,15,39,21,27,30,3,39
4656,10,33,6,24,9,6,9,49,66,49,39
4657,66,49,66,49,66,66,49,3,2,177,39
4658,64,3,177,5,15,177,3,64,64,64,39
4659,5,177,3,3,15,64,64,3,177,5,39
4660,64,15,64,64,17,15,18,177,3,45,39
4661,5,177,3,5,64,3,15,64,64,15,39
4662,64,5,177,3,3,64,64,3,177,5,39
4663,64,3,15,64,64,177,177,177,64,3,39
4664,5,3,15,64,64,177,3,5,64,15,39
4665,64,64,64,5,177,3,15,3,15,5,39
4666,177,3,64,64,64,3,64,5,15,350,39
4667,557,2396,700,3,64,64,177,3,5,64,39
4668,3,15,64,18,3,17,3,15,5,177,39
4669,3,64,5,3,15,64,64,15,64,3,39
4670,5,177,64,64,177,3,5,64,15,64,39
4671,15,5,177,64,3,64,64,64,3,5,39
4672,214,3,64,15,64,177,9,2,10,3,39
4673,347,3,18,15,37,17,23,23,3,5,39
4674,5,15,64,3,177,64,64,105,9,26,39
4675,26,26,26,26,26,26,26,26,26,26,39
4676,26,26,3,6,9,123,85,490,490,107,39
4677,490,15,490,2568,490,490,30,51,490,77,39
4678,490,324,490,1742,2,2974,52,20,1742,1742,39
4679,20,67,1742,1742,585,2,18,22,45,17,39
4680,585,112,258,5,551,22,585,20,551,585,39
4681,405,20,52,551,46,3,9,22,148,46,39
4682,2,46,46,585,18,551,17,585,5,551,39
4683,551,20,46,46,46,46,9,46,46,23,39
4684,37,46,46,551,585,17,18,585,551,5,39
4685,551,22,585,5,551,17,18,17,551,585,39
4686,18,5,22,585,20,238,551,69,238,238,39
4687,69,69,238,609,238,69,69,46,46,585,39
4688,45,17,5,551,18,585,551,20,551,46,39
4689,46,4,46,46,46,46,9,46,46,46,39
4690,46,4,80,15,72,15,15,834,15,15,39
4691,2,231,2973,281,4339,938,2973,37,23,27,39
4692,21,30,10,33,123,6,77,324,30,51,39
4693,39,2,2,585,45,585,17,18,22,551,39
4694,2,5,22,585,17,258,112,18,67,585,39
4695,5,551,107,3,585,551,5,52,20,551,39
4696,46,148,22,9,24,6,2,39,2,4,39
4697,3,9,6,10,21,27,80,15,72,15,39
4698,139,112,37,23,23,15,15,39,39,255,39
4699,21,27,10,30,33,3,6,9,123,77,39
4700,30,1327,1258,1082,51,324,4,80,4,216,39
4701,4340,72,15,15,15,15,139,112,39,27,39
4702,21,6,30,10,3,33,9,23,37,23,39
4703,4484,85,32,1082,1258,1327,123,77,324,3,39
4704,51,9,24,39,6,123,77,9,30,6,39
4705,24,10,123,24,537,1082,9,51,37,23,39
4706,9,51,197,197,197,4720,197,197,197,868,39
4707,197,942,943,940,16,16,16,16,16,16,39
4708,16,16,16,16,16,16,16,16,16,16,39
4709,16,16,16,16,16,16,16,16,16,16,39
4710,16,16,16,16,16,16,16,16,16,16,39
4711,16,16,16,16,16,16,16,16,16,16,39
4712,16,16,16,16,16,16,16,16,16,16,39
4713,16,16,16,16,16,16,16,16,16,16,39
4714,16,16,16,16,16,16,16,16,16,16,39
4715,16,16,16,16,16,16,16,16,16,16,39
4716,16,16,16,16,16,16,16,16,16,16,39
4717,16,16,16,16,16,16,16,16,16,16,39
4718,16,16,16,16,16,16,16,16,16,16,39
4719,16,16,16,16,16,16,16,16,16,16,39
4720,16,16,16,16,16,16,16,16,16,16,39
4721,16,16,16,16,16,16,16,16,16,16,39
4722,16,16,16,16,16,16,16,16,16,16,39
4723,16,16,16,16,16,16,16,16,16,16,39
4724,16,16,16,16,16,16,16,16,16,16,39
4725,16,16,16,16,16,16,16,16,16,16,39
4726,16,16,16,16,16,16,16,16,16,16,39
4727,16,16,16,16,16,16,16,16,16,16,39
4728,16,16,16,1327,16,16,2544,16,16,16,39
4729,123,10,3,16,16,197,51,9,1143,16,39
4730,602,16,16,3,30,9,33,51,51,6,39
4731,37,23,24,9,139,112,4,51,9,51,39
4732,1749,109,9,51,51,6,37,23,9,51,39
4733,9,51,1143,602,16,602,16,602,51,9,39
4734,66,49,66,49,51,37,23,9,112,139,39
4735,49,66,4,66,49,49,66,9,66,49,39
4736,51,1749,9,66,49,49,66,9,66,49,39
4737,37,23,23,51,9,66,49,49,66,49,39
4738,66,9,72,15,9,2458,130,17,22,18,39
4739,2458,130,45,5,22,2458,107,15,53,20,39
4740,37,23,23,139,112,10,6,51,9,24,39
4741,4,51,9,15,2,3,123,27,21,10,39
4742,3,9,6,1749,4,60,60,60,60,39,39
4743,66,49,39,241,223,80,67,15,72,2,39
4744,2,31,175,2,2881,175,15,283,52,283,39
4745,298,283,2,2456,2456,2,2456,274,1047,394,39
4746,2455,574,231,281,394,22,574,394,4721,2455,39
4747,574,569,274,1212,1047,67,2455,231,274,22,39
4748,569,15,569,274,370,107,52,85,499,67,39
4749,52,20,22,46,674,119,52,15,52,274,39
4750,274,1492,148,858,46,3,2,6,10,66,39
4751,49,66,49,66,49,49,66,66,49,49,39
4752,66,66,49,66,49,66,49,66,49,66,39
4753,49,66,49,66,49,66,49,49,66,49,39
4754,66,49,66,49,66,49,49,66,49,66,39
4755,66,49,66,49,66,49,80,15,139,72,39
4756,112,15,85,39,23,37,23,52,15,15,39
4757,15,21,27,30,10,33,3,9,6,123,39
4758,77,39,6,24,10,123,537,1258,9,1327,39
4759,24,3,49,2,49,69,49,49,49,49,39
4760,51,49,123,3,9,2,51,49,6,123,39
4761,41,542,107,184,41,52,41,41,82,184,39
4762,85,82,107,52,20,2451,165,2451,950,950,39
4763,334,2451,159,99,41,70,227,82,187,97,39
4764,70,44,70,44,70,764,70,285,156,95,39
4765,30,537,123,1082,37,23,49,66,49,66,39
4766,51,9,2,2,2881,2,175,31,175,283,39
4767,52,298,283,85,499,370,119,3,213,2,39
4768,2,2,991,2,991,991,991,9,51,24,39
4769,6,991,991,991,991,991,991,2,1563,146,39
4770,108,90,101,146,108,2416,90,22,45,146,39
4771,1563,101,53,18,22,5,17,90,67,22,39
4772,4722,1563,20,507,357,22,31,49,6,10,39
4773,49,9,2,49,51,49,2,49,3,2,39
4774,9,49,49,2,62,54,62,54,143,86,39
4775,54,62,2,86,62,54,37,23,23,23,39
4776,3,2,36,92,3,36,3,158,15,3,39
4777,15,72,36,51,36,3,92,158,36,3,39
4778,92,36,4,324,3,2,9,10,105,6,39
4779,324,4,80,72,15,15,15,15,15,2,39
4780,686,482,698,34,31,50,45,18,17,50,39
4781,34,34,131,5,50,34,50,34,50,5,39
4782,50,34,18,356,50,266,17,34,50,131,39
4783,34,5,15,5,13,273,50,34,904,23,39
4784,37,23,34,34,5,21,27,5,50,34,39
4785,266,18,50,30,17,131,34,5,273,50,39
4786,295,33,34,4723,34,34,211,211,34,34,39
4787,672,1312,1312,34,34,989,1269,3258,34,17,39
4788,989,50,18,131,989,5,1269,989,3259,1269,39
4789,989,34,49,3,2,9,10,13,6,2,39
4790,49,49,2,2888,1800,2,2,2,1397,106,39
4791,15,1397,106,2128,1658,245,4724,2466,629,239,39
4792,112,258,1800,1800,1800,2888,2,49,49,6,39
4793,10,3,2,49,15,15,77,30,15,10,39
4794,6,9,4725,1082,1327,49,49,49,24,49,39
4795,49,49,2544,49,49,49,1258,537,3,123,39
4796,51,9,324,2,21,27,3,9,4,10,39
4797,80,34,50,18,15,72,45,50,17,34,39
4798,131,5,50,34,34,34,5,50,5,5,39
4799,18,50,266,34,4719,17,249,31,5,15,39
4800,131,5,13,50,354,5,1729,504,354,50,39
4801,266,50,52,34,17,18,354,22,5,18,39
4802,22,50,17,131,354,5,5,131,50,354,39
4803,504,50,15,52,107,34,46,148,23,37,39
4804,354,20,504,5,305,504,22,34,5,305,39
4805,34,50,34,266,50,50,34,131,50,34,39
4806,305,5,50,50,50,6,80,67,41,107,39
4807,184,15,72,52,41,15,52,52,15,82,39
4808,41,184,85,60,60,67,23,37,23,60,39
4809,60,285,950,159,99,334,70,70,4726,97,39
4810,44,187,70,285,44,15,15,41,227,70,39
4811,156,82,70,95,39,197,197,197,197,197,39
4812,197,942,868,943,197,940,16,16,16,16,39
4813,16,16,16,21,27,16,16,16,16,30,39
4814,3,6,10,9,33,16,16,16,16,16,39
